,name,Type_x,Class,(A)chondrite,Group_x,Petrologic type,Type_y,Group_y,mass (g),Year,Month,Day,Hour,Locality,Country,continent,latitude,longitude
582,Phum Sambo,Stone,Ordinary,Chondrite,H,4,Chondrite,H4,7800.0,1933,January,9,1630,,Cambodia,Asia,12.0,105.4833
583,Phuoc-Binh,Stone,Ordinary,Chondrite,H,,Chondrite,L5,11000.0,1941,July,18,1600,,Vietnam,Asia,15.7167,108.1
584,Piancaldoli,Stone,Ordinary,Chondrite,LL,3,Chondrite,LL3.4,13.1,1968,August,10,2014,Tuscany,Italy,Europe,44.2442,11.5022
585,Picote,Stone,,,,,Unclassified,Stone-uncl,,1843,September,,,Traz-os-Montes,Portugal,Europe,41.3667,-6.2333
586,Pillistfer,Stone,Enstatite,Chondrite,EL,6,Chondrite,EL6,23250.0,1863,August,8,1230,Viljandi Province,Estonia,Europe,58.6667,25.7333
587,Piplia Kalan,Stone,Eucrite,Achondrite,EUC,,Achondrite,Eucrite-mmict,42000.0,1996,June,20,20:15 local time,Rajasthan,India,Asia,26.0347,73.9417
588,Pirgunje,Stone,Ordinary,Chondrite,L,6,Chondrite,L6,842.0,1882,August,29,,East Bengal,Bangladesh,Asia,25.8,88.45
589,Pirthalla,Stone,Ordinary,Chondrite,H,6,Chondrite,H6,1161.0,1884,February,9,1400,Haryana,India,Asia,29.5833,76.0
590,Pitts,Iron,Fine octahedrite,,IAB,Of,Primitive Achondrite,"Iron, IAB-ung",3760.0,1921,April,20,900,Georgia,USA,North America,31.95,-83.5167
591,Plantersville,Stone,Ordinary,Chondrite,H,6,Chondrite,H6,2085.0,1930,September,4,1600,Texas,USA,North America,30.7,-96.1167
592,Palinshih,Iron,Octahedrite,,,O,Unclassified,Iron,18000.0,1914,July,,,Liaoning,China,Asia,43.4833,118.6167
593,Pnompehn,Stone,Ordinary,Chondrite,L,6,Chondrite,L6,96.0,1868,June,20-30,1500,,Cambodia,Asia,11.5833,104.9167
594,Pokhra,Stone,Ordinary,Chondrite,H,5,Chondrite,H5,350.0,1866,May,27,2030,Uttar Pradesh,India,Asia,26.7167,82.6667
595,Pollen,Stone,Carbonaceous,Chondrite,CM,2,Chondrite,CM2,253.6,1942,April,6,1900,,Norway,Europe,66.3483,14.015
596,Pontlyfni,Stone,Winonaite,Achondrite,WIN,,Primitive Achondrite,Winonaite,157.0,1931,April,14,1153,Gwynedd,Wales,Europe,53.0364,-4.3194
597,Palmyra,Stone,Ordinary,Chondrite,L,3,Chondrite,L3,135.0,1926,January,20,1730,Missouri,USA,North America,39.8,-91.5
598,Portales Valley,Stone,Ordinary,Chondrite,H,6,Chondrite,H6,71400.0,1998,June,13,0730 MDT; 1330 UT,New Mexico,USA,North America,34.175,-103.295
599,Po-wang Chen,Stone,,,,,Chondrite,LL,665.0,1933,October,23,1900,Anhui,China,Asia,31.4167,118.5
600,Prambachkirchen,Stone,Ordinary,Chondrite,L,6,Chondrite,L6,2125.0,1932,November,5,2155,Ober-Österreich,Austria,Europe,48.3025,13.9408
601,Palolo Valley,Stone,Ordinary,Chondrite,H,5,Chondrite,H5,682.0,1949,April,24,,Hawaii,USA,North America,21.3,-157.7833
602,Pribram,Stone,Ordinary,Chondrite,H,5,Chondrite,H5,5555.0,1959,April,7,1930,Bohemia,Czech Republic,Europe,49.6667,14.0333
603,Pricetown,Stone,Ordinary,Chondrite,L,6,Chondrite,L6,900.0,1893,February,13,,Ohio,USA,North America,39.1167,-83.85
604,Pulsora,Stone,Ordinary,Chondrite,H,5,Chondrite,H5,560.0,1863,March,16,,Madhya Pradesh,India,Asia,23.3667,75.1833
605,Pultusk,Stone,Ordinary,Chondrite,H,5,Chondrite,H5,250000.0,1868,January,30,1900,,Poland,Europe,52.7667,21.2667
606,Putinga,Stone,Ordinary,Chondrite,L,6,Chondrite,L6,300000.0,1937,August,16,1630,Rio Grande do Sul,Brazil,South America,-29.0333,-53.05
607,Pampanga,Stone,Ordinary,Chondrite,L,5,Chondrite,L5,10500.0,1859,April,5,1700,Luzon,Philippines,Asia,15.0833,120.7
608,Pantar,Stone,Ordinary,Chondrite,H,5,Chondrite,H5,2130.0,1938,June,16,2045,Mindanao,Philippines,Asia,8.0667,124.2833
609,Paragould,Stone,Ordinary,Chondrite,LL,5,Chondrite,LL5,408000.0,1930,February,17,408,Arkansas,USA,North America,36.0667,-90.5
610,Parambu,Stone,Ordinary,Chondrite,LL,5,Chondrite,LL5,2000.0,1967,July,24,1900,Ceara,Brazil,South America,-6.2333,-40.7
611,Padvarninkai,Stone,Eucrite,Achondrite,EUC,,Achondrite,Eucrite-mmict,3858.0,1929,February,9,45,Anyksciu,Lithuania,Europe,55.6667,25.0
612,Parnallee,Stone,Ordinary,Chondrite,LL,3,Chondrite,LL3.6,77600.0,1857,February,28,1200,Tamil Nadu,India,Asia,9.2333,78.35
613,Parsa,Stone,Enstatite,Chondrite,EH,3,Chondrite,EH3,800.0,1942,April,14,,Bihar,India,Asia,26.2,85.4
614,Pasamonte,Stone,Eucrite,Achondrite,EUC,,Achondrite,Eucrite-pmict,5100.0,1933,March,24,500,New Mexico,USA,North America,36.2167,-103.4
615,Patora,Stone,Ordinary,Chondrite,H,6,Chondrite,H6,4375.0,1969,October,20,1100,Madhya Pradesh,India,Asia,20.9369,82.05
616,Patrimonio,Stone,Ordinary,Chondrite,L,6,Chondrite,L6,2121.0,1950,August,6,905,Minas Gerais,Brazil,South America,-19.5333,-48.5667
617,Patwar,Stony-iron,Mesosiderite,,MES,,Achondrite,Mesosiderite-A1,37350.0,1935,July,29,1420,Chittagong,Bangladesh,Asia,23.15,91.1833
618,Pavel,Stone,Ordinary,Chondrite,H,5,Chondrite,H5,2968.0,1966,February,28,1400,Veliko Turnovo,Bulgaria,Europe,43.4667,25.5167
619,Pavlodar (stone),Stone,Ordinary,Chondrite,H,5,Chondrite,H5,142.5,1938,May,23,1340,,Kazakstan,Asia,52.3,77.0333
620,Pavlovka,Stone,Howardite,Achondrite,HOW,,Achondrite,Howardite,2000.0,1882,August,2,1700,Saratov Province,Russia,Europe,52.0333,43.0
621,Peace River,Stone,Ordinary,Chondrite,L,6,Chondrite,L6,45760.0,1963,March,31,435,Alberta,Canada,North America,56.1333,-117.9333
622,Peckelsheim,Stone,Ungrouped,Achondrite,DIO,,Achondrite,Diogenite-pm,117.8,1953,March,3,1430,Nordrhein-Westfalen,Germany,Europe,51.6667,9.25
623,Peekskill,Stone,Ordinary,Chondrite,H,6,Chondrite,H6,12570.0,1992,October,9,19:50 EDT (23:50 UT),New York,USA,North America,41.2833,-73.9167
624,Paitan,Stone,Ordinary,Chondrite,H,6,Chondrite,H6,515.0,1910,May,,,Luzon,Philippines,Asia,17.7433,120.4558
625,Peña Blanca Spring,Stone,Aubrite,Achondrite,AUB,,Achondrite,Aubrite,70000.0,1946,August,2,afternoon,Texas,USA,North America,30.125,-103.1167
626,Peramiho,Stone,Eucrite,Achondrite,EUC,,Achondrite,Eucrite-mmict,165.0,1899,October,24,700,Ruvuma,Tanzania,Africa,-10.6667,35.5
627,Perpeti,Stone,Ordinary,Chondrite,L,6,Chondrite,L6,23474.0,1935,May,14,2300,Chittagong,Bangladesh,Asia,23.325,91.0
628,Perth,Stone,Ordinary,Chondrite,LL,5,Chondrite,LL5,2.0,1830,May,17,1230,Perthshire,Scotland,Europe,56.4,-3.4333
629,Palahatchie,Stone,,Chondrite,,,Chondrite,OC,,1910,October,17,,Mississippi,USA,North America,32.3167,-89.7167
630,Pervomaisky,Stone,Ordinary,Chondrite,L,6,Chondrite,L6,66000.0,1933,December,26,1800,Vladimir Province,Russia,Europe,56.6333,39.4333
631,Pesyanoe,Stone,Aubrite,Achondrite,AUB,,Achondrite,Aubrite,3393.0,1933,October,2,600,Kurgan Province,Russia,Europe,55.5,66.0833
632,Petersburg,Stone,Howardite,Achondrite,HOW,,Achondrite,Eucrite-pmict,1800.0,1855,August,5,1530,Tennessee,USA,North America,35.3,-86.6333
633,Qidong,Stone,Ordinary,Chondrite,L/LL,5,Chondrite,L/LL5,1275.0,1982,July,2,1745,Jiangsu,China,Asia,32.0833,121.5
634,Qingzhen,Stone,Enstatite,Chondrite,EH,3,Chondrite,EH3,2600.0,1976,September,13,1640,Guizhou,China,Asia,26.5333,106.4667
635,Queen's Mercy,Stone,Ordinary,Chondrite,H,6,Chondrite,H6,7000.0,1925,April,30,2000,Cape Province,South Africa,Africa,-30.1167,28.7
636,Quenggouk,Stone,Ordinary,Chondrite,H,4,Chondrite,H4,6045.0,1857,December,27,230,,Burma,Asia,17.7667,95.1833
637,Quesa,Iron,Medium octahedrite,,UNGR,Om,Primitive Achondrite,"Iron, IAB-ung",10750.0,1898,August,1,2100,Valencia,Spain,Europe,39.0,-0.6667
638,Quija,Stone,,Chondrite,,,Chondrite,H,17450.0,1990,March,20,1240,Jilin,China,Asia,44.6167,126.1333
639,Rakovka,Stone,Ordinary,Chondrite,L,6,Chondrite,L6,9000.0,1878,November,20,1500,Orlovsk Province,Russia,Europe,52.9833,37.0333
640,Rose City,Stone,Ordinary,Chondrite,H,5,Chondrite,H5,10600.0,1921,October,17,2300,Michigan,USA,North America,44.5167,-83.95
641,Ramnagar,Stone,Ordinary,Chondrite,L,6,Chondrite,L6,3766.0,1940,December,15,1430,Uttar Pradesh,India,Asia,26.45,82.9
642,Rowton,Iron,Medium octahedrite,,IIIAB,Om,Achondrite,"Iron, IIIAB",3500.0,1876,April,20,1545,Shropshire,England,Europe,52.7667,-2.5167
643,Ruhobobo,Stone,Ordinary,Chondrite,L,6,Chondrite,L6,465.5,1976,October,13,1630,Ruhengeri Prefecture,Rwanda,Africa,-1.45,29.8333
644,Rumuruti,Stone,Rumurutiite,Chondrite,R,3-6,Chondrite,R3.8-6,67.0,1934,January,28,2245,,Kenya,Africa,0.2667,36.5333
645,Rupota,Stone,Ordinary,Chondrite,L,4,Chondrite,L4-6,6000.0,1949,February,7,1200,,Tanzania,Africa,-10.2667,38.7667
646,Rampurhat,Stone,Ordinary,Chondrite,LL,,Chondrite,LL,100.0,1916,November,21,930,West Bengal,India,Asia,24.1667,87.7667
647,Ryechki,Stone,Ordinary,Chondrite,L,5,Chondrite,L5,13000.0,1914,April,9,1330,Sumska Province,Ukraine,Europe,51.1333,34.5
648,Ramsdorf,Stone,Ordinary,Chondrite,L,6,Chondrite,L6,4682.0,1958,July,26,1830,Nordrhein-Westfalen,Germany,Europe,51.8833,6.9333
649,Ranchapur,Stone,Ordinary,Chondrite,H,4,Chondrite,H4,290.4,1917,February,20,830,Bihar,India,Asia,23.9833,87.0833
650,Raco,Stone,Ordinary,Chondrite,H,5,Chondrite,H5,5000.0,1957,November,17,,Tucuman,Argentina,South America,-26.6667,-65.45
651,Rangala,Stone,Ordinary,Chondrite,L,6,Chondrite,L6,3224.5,1937,December,29,1000,Rajasthan,India,Asia,25.3833,72.0167
652,Ras Tanura,Stone,Ordinary,Chondrite,H,6,Chondrite,H6,6.1,1961,February,23,1142,,Saudi Arabia,Asia,26.6667,50.15
653,Ratyn,Stone,,,,,Unclassified,Stone-uncl,910.0,1880,August,24,between 1400 and 150,,Poland,Europe,52.2,17.9833
654,Raghunathpura,Iron,Hexahedrite,,IIAB,H,Achondrite,"Iron, IIAB",10200.0,1986,November,20,2000,Rajasthan,India,Asia,27.7253,76.465
655,Reliegos,Stone,Ordinary,Chondrite,L,5,Chondrite,L5,17300.0,1947,December,28,800,,Spain,Europe,42.475,-5.3333
656,Rembang,Iron,Fine octahedrite,,IVA,Of,Achondrite,"Iron, IVA",10000.0,1919,August,30,,Java,Indonesia,Asia,-6.7333,111.3667
657,Renca,Stone,Ordinary,Chondrite,L,5,Chondrite,L5,300.0,1925,June,20,1500,San Luis,Argentina,South America,-32.75,-65.2833
658,Renqiu,Stone,Ordinary,Chondrite,L,6,Chondrite,L6,355.0,1916,March,23,1200,Hebei,China,Asia,38.6667,116.1333
659,Repeev Khutor,Iron,Plessitic octahedrite,,IIF,Opl,Achondrite,"Iron, IIF",7000.0,1933,August,8,2000,Astrakhan Province,Russia,Europe,48.6,45.6667
660,Revelstoke,Stone,Carbonaceous,Chondrite,CI,1,Chondrite,CI1,1.0,1965,March,31,2147,British Columbia,Canada,North America,51.3333,-118.95
661,Rewari,Stone,Ordinary,Chondrite,L,6,Chondrite,L6,3332.0,1929,July,,,Haryana,India,Asia,28.2,76.6667
662,Richardton,Stone,Ordinary,Chondrite,H,5,Chondrite,H5,90000.0,1918,June,30,2200,North Dakota,USA,North America,46.8833,-102.3167
663,Richland Springs,Stone,,Chondrite,,,Chondrite,OC,1900.0,1980,September,20,2130,Texas,USA,North America,31.25,-99.0333
664,Rich Mountain,Stone,Ordinary,Chondrite,L,6,Chondrite,L6,668.0,1903,June,30,1400,North Carolina,USA,North America,33.2833,-85.1667
665,Rio Negro,Stone,Ordinary,Chondrite,L,4,Chondrite,L4,1310.0,1934,September,21,2030,Parana,Brazil,South America,-26.1,-49.8
666,Rochester,Stone,Ordinary,Chondrite,H,6,Chondrite,H6,340.0,1876,December,21,2045,Indiana,USA,North America,41.0833,-86.2833
667,Sabetmahet,Stone,,Chondrite,,,Chondrite,H5,1250.0,1855,August,16,evening,Uttar Pradesh,India,Asia,27.4333,82.0833
668,Santa Barbara,Stone,Ordinary,Chondrite,L,4,Chondrite,L4,400.0,1873,September,26,,Rio Grande do Sul,Brazil,South America,-29.2,-51.8667
669,St. Caprais-de-Quinsac,Stone,Ordinary,Chondrite,L,6,Chondrite,L6,360.0,1883,January,28,1445,Gironde,France,Europe,44.75,0.05
670,Santa Cruz,Stone,Carbonaceous,Chondrite,CM,2,Chondrite,CM2,60.0,1939,September,3,1200,Tamaulipas,Mexico,North America,24.1667,-99.3333
671,Santa Isabel,Stone,Ordinary,Chondrite,L,6,Chondrite,L6,5500.0,1924,November,18,930,Santa Fe,Argentina,South America,-33.9,-61.7
672,St.-Chinian,Stone,Ordinary,Chondrite,L,6,Chondrite,L6,134.3,1959,December,25,1530,Herault,France,Europe,43.4333,2.95
673,São Jose do Rio Preto,Stone,Ordinary,Chondrite,H,4,Chondrite,H4,927.0,1962,August,14,800,São Paulo,Brazil,South America,-20.81,-49.3806
674,Saratov,Stone,Ordinary,Chondrite,L,4,Chondrite,L4,200000.0,1918,September,6,1500,Saratov Province,Russia,Europe,52.55,46.55
675,St. Christophe-la-Chartreuse,Stone,Ordinary,Chondrite,L,6,Chondrite,L6,5500.0,1841,November,5,evening,Vendée,France,Europe,46.95,-1.5
676,Sauguis,Stone,Ordinary,Chondrite,L,6,Chondrite,L6,4000.0,1868,September,7,230,Basses-Pyrénées,France,Europe,43.15,-0.85
677,Savtschenskoje,Stone,Ordinary,Chondrite,LL,4,Chondrite,LL4,2500.0,1894,July,27,2000,Odessa Province,Ukraine,Europe,47.2167,29.8667
678,Sayama,Stone,Carbonaceous,Chondrite,CM,2,Chondrite,CM2,430.0,1986,April,29,,,Japan,Asia,35.8667,139.4
679,Sazovice,Stone,Ordinary,Chondrite,L,5,Chondrite,L5,412.0,1934,June,28,2000,Moravia,Czech Republic,Europe,49.2333,17.5667
680,Schenectady,Stone,Ordinary,Chondrite,H,4,Chondrite,H5,283.3,1968,April,12,2030,New York,USA,North America,42.8608,-73.9503
681,St. Denis Westrem,Stone,Ordinary,Chondrite,L,6,Chondrite,L6,700.0,1855,June,7,1945,,Belgium,Europe,51.05,3.75
682,Schönenberg,Stone,Ordinary,Chondrite,L,6,Chondrite,L6,8000.0,1846,December,25,1400,Bayern,Germany,Europe,48.1167,10.4667
683,Searsmont,Stone,Ordinary,Chondrite,H,5,Chondrite,H5,5400.0,1871,May,21,815,Maine,USA,North America,44.3667,-69.2
684,Ste. Marguerite,Stone,Ordinary,Chondrite,H,4,Chondrite,H4,4960.0,1962,June,8,,Nord,France,Europe,50.7667,3.0
685,Segowlie,Stone,Ordinary,Chondrite,L,6,Chondrite,LL6,6930.0,1853,March,4,1200,Bihar,India,Asia,26.75,84.7833
686,Selakopi,Stone,Ordinary,Chondrite,H,5,Chondrite,H5,1590.0,1939,September,26,,Java,Indonesia,Asia,-7.2333,107.3333
687,Seldebourak,Stone,Ordinary,Chondrite,H,5,Chondrite,H5,150.0,1947,February,26,1545,,Algeria,Africa,22.8333,4.9833
688,Semarkona,Stone,Ordinary,Chondrite,LL,3,Chondrite,LL3.00,691.0,1940,October,26,,Madhya Pradesh,India,Asia,22.25,79.0
689,Seoni,Stone,Ordinary,Chondrite,H,6,Chondrite,H6,20000.0,1966,January,16,1445,Madhya Pradesh,India,Asia,21.6839,79.5008
690,Serra de Magé,Stone,Eucrite,Achondrite,EUC,,Achondrite,Eucrite-cm,1800.0,1923,October,1,1100,Pernambuco,Brazil,South America,-8.3833,-36.7667
691,Sete Lagoas,Stone,Ordinary,Chondrite,H,4,Chondrite,H4,350.0,1908,December,15,,Minas Gerais,Brazil,South America,-19.4667,-44.2167
692,Sevilla,Stone,Ordinary,Chondrite,LL,4-6,Chondrite,LL4,180.0,1862,November,1,,,Spain,Europe,37.4167,-6.0
693,Sevrukovo,Stone,Ordinary,Chondrite,L,5,Chondrite,L5,101000.0,1874,May,11,2345,Belgorod Province,Russia,Europe,50.6167,36.6
694,Sfax,Stone,Ordinary,Chondrite,L,6,Chondrite,L6,7000.0,1989,October,16,930,,Tunisia,Africa,34.75,10.7167
695,St. Germain-du-Pinel,Stone,Ordinary,Chondrite,H,6,Chondrite,H6,4000.0,1890,July,4,1530,Ille-et-Vilaine,France,Europe,48.0167,-1.15
696,Shalka,Stone,Diogenite,Achondrite,DIO,,Achondrite,Diogenite,4000.0,1850,November,30,,West Bengal,India,Asia,23.1,87.3
697,Sharps,Stone,Ordinary,Chondrite,H,3,Chondrite,H3.4,1265.0,1921,April,1,,Virginia,USA,North America,37.8333,-76.7
698,Shelburne,Stone,Ordinary,Chondrite,L,5,Chondrite,L5,18600.0,1904,August,13,2000,Ontario,Canada,North America,44.05,-80.1667
699,Shergotty,Stone,Shergottite,Achondrite,SNC,,Achondrite,Martian (shergottite),5000.0,1865,August,25,900,Bihar,India,Asia,24.55,84.8333
700,Sheyang,Stone,Ordinary,Chondrite,L,6,Chondrite,L6,605.0,1976,July,11,1330,Jiangsu,China,Asia,33.65,120.0667
701,Shikarpur,Stone,Ordinary,Chondrite,L,6,Chondrite,L6,3679.7,1921,August,9,900,Bihar,India,Asia,25.85,87.5775
702,Shuangyang,Stone,Ordinary,Chondrite,H,5,Chondrite,H5,3900.0,1971,May,25,1500,Jilin,China,Asia,43.5,125.6667
703,Shupiyan,Stone,Ordinary,Chondrite,H,6,Chondrite,H6,5000.0,1912,April,,,Kashmir,India,Asia,33.7167,74.8333
704,Shytal,Stone,Ordinary,Chondrite,L,6,Chondrite,L6,3200.0,1863,August,11,1200,Tangail,Bangladesh,Asia,24.3333,90.1667
705,St. Louis,Stone,Ordinary,Chondrite,H,4,Chondrite,H4,1000.0,1950,December,10,2307,Missouri,USA,North America,38.7,-90.2333
706,St. Mark's,Stone,Enstatite,Chondrite,EH,5,Chondrite,EH5,13780.0,1903,January,3,2300,Cape Province,South Africa,Africa,-32.0167,27.4167
707,Sikhote-Alin,Iron,Coarsest octahedrite,,IIAB,Ogg,Achondrite,"Iron, IIAB",23000000.0,1947,February,12,1038,Maritime Territory,Russia,Europe,46.16,134.6533
708,Silao,Stone,Ordinary,Chondrite,H,5,Chondrite,H5,1710.0,1995,March,12,830,Guanajuato,Mexico,North America,20.9333,-101.3833
709,St. Mary's County,Stone,Ordinary,Chondrite,LL,3,Chondrite,LL3.3,24.3,1919,June,20,1800,Maryland,USA,North America,38.1667,-76.3833
710,Simmern,Stone,Ordinary,Chondrite,H,6,Chondrite,H5,1222.0,1920,July,1,915,Rheinland-Pfalz,Germany,Europe,49.9833,7.5333
711,Sinai,Stone,Ordinary,Chondrite,L,6,Chondrite,L6,1455.0,1916,July,14-17,1430,,Egypt,Africa,30.9,32.4833
712,Sindhri,Stone,Ordinary,Chondrite,H,5,Chondrite,H5,8400.0,1901,June,10,2300,Sind,Pakistan,Asia,26.2167,69.55
713,St. Mesmin,Stone,Ordinary,Chondrite,LL,6,Chondrite,LL6,8300.0,1866,May,30,1545,Aube,France,Europe,48.45,3.9333
714,Sinnai,Stone,Ordinary,Chondrite,H,6,Chondrite,H6,2000.0,1956,February,19,early morning,Sardinia,Italy,Europe,39.3,9.2
715,Sioux County,Stone,Eucrite,Achondrite,EUC,,Achondrite,Eucrite-mmict,4100.0,1933,August,8,1030,Nebraska,USA,North America,42.5833,-103.6667
716,Sitathali,Stone,Ordinary,Chondrite,H,5,Chondrite,H5,1600.0,1875,March,4,1100,Madhya Pradesh,India,Asia,20.9167,82.5833
717,Sixiangkou,Stone,Ordinary,Chondrite,L,6,Chondrite,L5,630.0,1989,August,15,2153,Jiangsu,China,Asia,32.4333,119.8667
718,St. Michel,Stone,Ordinary,Chondrite,L,6,Chondrite,L6,17000.0,1910,July,12,1925,,Finland,Europe,61.65,27.2
719,Ski,Stone,Ordinary,Chondrite,L,6,Chondrite,L6,850.0,1848,December,27,evening,,Norway,Europe,59.7333,10.8667
720,Slavetic,Stone,Ordinary,Chondrite,H,4,Chondrite,H5,1708.0,1868,May,22,1030,,Croatia,Europe,45.6833,15.6
721,Soheria,Stone,,Chondrite,,,Chondrite,OC,72.9,1960,January,8,200,Bihar,India,Asia,27.1333,84.0667
722,Soko-Banja,Stone,Ordinary,Chondrite,LL,4,Chondrite,LL4,80000.0,1877,October,13,1400,Serbia,Yugoslavia,Europe,43.6667,21.8667
723,Sone,Stone,Ordinary,Chondrite,H,,Chondrite,H5,17100.0,1866,June,7,1200,Honshu,Japan,Asia,35.1667,135.3333
724,Songyuan,Stone,Ordinary,Chondrite,L,6,Chondrite,L6,36900.0,1993,August,15,1430-1500 (local time),Jilin Province,China,Asia,45.25,125.0
725,Sabrum,Stone,Ordinary,Chondrite,LL,6,Chondrite,LL6,478.0,1999,April,30,,Tripura,India,Asia,23.0833,91.6667
726,Sopot,Stone,,Chondrite,,,Chondrite,OC,958.0,1927,April,27,0000-0100,,Romania,Europe,44.4167,23.5
727,St-Robert,Stone,Ordinary,Chondrite,H,5,Chondrite,H5,25400.0,1994,June,14,20:02 local time (00,Québec,Canada,North America,45.9333,-72.975
728,Soroti,Iron,Finest octahedrite,,UNGR,Off,Unclassified,Iron,2050.0,1945,September,17,,,Uganda,Africa,1.7,33.6333
729,Saint-Sauveur,Stone,Enstatite,Chondrite,EH,5,Chondrite,EH5,14000.0,1914,July,10,1400-1500,Haute Garonne,France,Europe,43.7333,1.3833
730,Saint-Séverin,Stone,Ordinary,Chondrite,LL,6,Chondrite,LL6,271000.0,1966,June,27,1540,Charente,France,Europe,45.3,0.2333
731,Sakauchi,Iron,Hexahedrite,,,H,Unclassified,Iron,4180.0,1913,April,13,,Honshu,Japan,Asia,35.6667,136.3
732,Ställdalen,Stone,Ordinary,Chondrite,H,5,Chondrite,H5,34000.0,1876,June,28,2330,Örebro,Sweden,Europe,59.9333,14.95
733,Stavropol,Stone,Ordinary,Chondrite,L,6,Chondrite,L6,1500.0,1857,March,24,1700,Stavrapol Territory,Russia,Europe,45.05,41.9833
734,Sterlitamak,Iron,Medium octahedrite,,IIIAB,Om,Achondrite,"Iron, IIIAB",325000.0,1990,May,17,2320,Bashkir Republic,Russia,Europe,53.6667,55.9833
735,Stratford,Stone,Ordinary,Chondrite,L,6,Chondrite,L6,50.0,1974,May,27,1600,Connecticut,USA,North America,41.2,-73.1333
736,Strathmore,Stone,Ordinary,Chondrite,L,6,Chondrite,L6,13400.0,1917,December,3,1315,Perthshire,Scotland,Europe,56.5833,-3.25
737,Success,Stone,Ordinary,Chondrite,L,6,Chondrite,L6,3500.0,1924,April,18,0300-0400,Arkansas,USA,North America,36.4833,-90.6667
738,Suchy Dul,Stone,Ordinary,Chondrite,L,6,Chondrite,L6,815.3,1969,September,16,715,Bohemia,Czech Republic,Europe,50.5381,16.2633
739,Suizhou,Stone,Ordinary,Chondrite,L,6,Chondrite,L6,260000.0,1986,April,15,1850,Hubei,China,Asia,31.7167,113.3833
740,Sultanpur,Stone,Ordinary,Chondrite,L/LL,6,Chondrite,L/LL6,1710.5,1916,July,10,1100,Uttar Pradesh,India,Asia,25.9333,84.2833
741,Sungach,Stone,Ordinary,Chondrite,H,5,Chondrite,H5,637.0,1935,April,10,730,Maritime Territory,Russia,Europe,44.8667,133.1667
742,Supuhee,Stone,Ordinary,Chondrite,H,6,Chondrite,H6,7235.0,1865,January,19,1200,Uttar Pradesh,India,Asia,26.7167,84.2167
743,Sylacauga,Stone,Ordinary,Chondrite,H,4,Chondrite,H4,5560.0,1954,November,30,1300,Alabama,USA,North America,33.2333,-86.2833
744,Salem,Stone,Ordinary,Chondrite,L,6,Chondrite,L6,61.4,1981,May,11,115,Oregon,USA,North America,44.95,-123.0167
745,Salzwedel,Stone,Ordinary,Chondrite,LL,6,Chondrite,LL5,43.0,1985,November,14,1917,Sachsen-Anhalt,Germany,Europe,52.8,11.2
746,Samelia,Iron,Medium octahedrite,,IIIAB,Om,Achondrite,"Iron, IIIAB",2462.0,1921,May,20,1730,Rajasthan,India,Asia,25.6667,74.8667
747,San Juan Capistrano,Stone,Ordinary,Chondrite,H,6,Chondrite,H6,56.0,1973,March,15,0000-0400,California,USA,North America,33.4847,-117.6625
748,Tadjera,Stone,Ordinary,Chondrite,L,5,Chondrite,L5,9000.0,1867,June,9,2230,Constantine,Algeria,Africa,36.1833,5.4167
749,Tieschitz,Stone,Ordinary,Chondrite,H/L,3,Chondrite,H/L3.6,28000.0,1878,July,15,1345,Moravia,Czech Republic,Europe,49.6,17.1167
750,Tilden,Stone,Ordinary,Chondrite,L,6,Chondrite,L6,74800.0,1927,July,13,1300,Illinois,USA,North America,38.2,-89.6833
751,Tillaberi,Stone,Ordinary,Chondrite,L,6,Chondrite,L6,3000.0,1970,April,,in the morning,Niamey,Niger,Africa,14.25,1.5333
752,Tagish Lake,Stone,Carbonaceous,Chondrite,C,2,Chondrite,C2-ung,10000.0,2000,January,18,0843 (local time),British Columbia,Canada,North America,59.7044,-134.2014
753,Tahara,Stone,Ordinary,Chondrite,H,5,Chondrite,H4/5,1000.0,1991,March,26,11:00 to 12.00 noon,Honshu,Japan,Asia,34.72,137.305
754,Tirupati,Stone,Ordinary,Chondrite,H,6,Chondrite,H6,230.0,1934,March,20,1830,Andhra Pradesh,India,Asia,13.6333,79.4167
755,Tjabe,Stone,Ordinary,Chondrite,H,6,Chondrite,H6,20000.0,1869,September,19,2100,Java,Indonesia,Asia,-7.0833,111.5333
756,Tjerebon,Stone,Ordinary,Chondrite,L,5,Chondrite,L5,16500.0,1922,July,10,2230,Java,Indonesia,Asia,-6.6667,106.5833
757,Tomakovka,Stone,Ordinary,Chondrite,LL,6,Chondrite,LL6,600.0,1905,January,17,2130,Dnipropetrovsk Provi,Ukraine,Europe,47.85,34.7667
758,Tomatlan,Stone,Ordinary,Chondrite,H,6,Chondrite,H6,900.0,1879,September,17,1630,Jalisco,Mexico,North America,20.1667,-105.2167
759,Tomita,Stone,Ordinary,Chondrite,L,,Chondrite,L,600.0,1916,April,13,,Honshu,Japan,Asia,34.5,133.75
760,Tomiya,Stone,Ordinary,Chondrite,H,4,Chondrite,H4/5,27.5,1984,August,22,1335,Honshu,Japan,Asia,38.3667,140.8656
761,Tonk,Stone,Carbonaceous,Chondrite,CI,1,Chondrite,CI1,7.7,1911,January,22,1555,Rajasthan,India,Asia,24.65,76.8667
762,Torino,Stone,Ordinary,Chondrite,H,6,Chondrite,H6,977.0,1988,May,18,1330,Piemonte,Italy,Europe,45.0667,7.6667
