,name,id,Type,group,mass (g),year,latitude,longitude,country,continent,country code,area(sq Km),marker_color
455,Kuttippuram,12384,Chondrite,L6,45000.0,1914.0,10.83333,76.03333,India,Asia,IND,2973190.0,orange
456,Kuznetzovo,12385,Chondrite,L6,4047.0,1932.0,55.2,75.33333,Russian Federation,Europe,RUS,16376870.0,orange
457,Kyushu,12390,Chondrite,L6,45000.0,1886.0,32.03333,130.63333,Japan,Asia,JPN,364500.0,orange
458,La Bécasse,12392,Chondrite,L6,2800.0,1879.0,47.08333,1.75,France,Europe,FRA,547557.0,orange
459,La Charca,12394,Chondrite,OC,399.0,1878.0,20.66667,-101.28333,Mexico,North America,MEX,1943950.0,orange
460,La Colina,12395,Chondrite,H5,2000.0,1924.0,-37.33333,-61.53333,Argentina,South America,ARG,2736690.0,orange
461,La Criolla,12396,Chondrite,L6,45000.0,1985.0,-31.23333,-58.16667,Argentina,South America,ARG,2736690.0,orange
462,Laborel,12408,Chondrite,H5,3833.0,1871.0,44.28333,5.58333,France,Europe,FRA,547557.0,orange
463,Lahrauli,12433,Primitive Achondrite,Ureilite,900.0,1955.0,26.78333,82.71667,India,Asia,IND,2973190.0,blue
464,Lakangaon,12435,Achondrite,Eucrite-mmict,212.5,1910.0,21.86667,76.03333,India,Asia,IND,2973190.0,gray
465,Lalitpur,12451,Chondrite,L6,372.0,1887.0,24.45,78.56667,India,Asia,IND,2973190.0,orange
466,Lancé,12455,Chondrite,CO3.5,51700.0,1872.0,47.7,1.06667,France,Europe,FRA,547557.0,orange
467,Lancon,12456,Chondrite,H6,7000.0,1897.0,43.75,5.11667,France,Europe,FRA,547557.0,orange
468,Långhalsen,12461,Chondrite,L6,2300.0,1947.0,58.85,16.73333,Sweden,Europe,SWE,407339.7,orange
469,Lanxi,12464,Chondrite,L6,1282.0,1986.0,46.24167,126.19611,China,Asia,CHN,9424700.7,orange
470,Lanzenkirchen,12465,Chondrite,L4,7000.0,1925.0,47.75,16.23333,Austria,Europe,AUT,82520.0,orange
471,Laochenzhen,12466,Chondrite,H5,14250.0,1987.0,33.13333,115.16667,China,Asia,CHN,9424700.7,orange
472,Launton,12740,Chondrite,L6,1060.0,1830.0,51.9,-1.11667,United Kingdom,Europe,GBR,241930.0,orange
473,Lavrentievka,12743,Chondrite,L6,800.0,1938.0,52.45,51.56667,Russian Federation,Europe,RUS,16376870.0,orange
474,Le Pressoir,12748,Chondrite,H5,3000.0,1845.0,47.16667,0.43333,France,Europe,FRA,547557.0,orange
475,Le Teilleul,12749,Achondrite,Howardite,780.0,1845.0,48.53333,-0.86667,France,Europe,FRA,547557.0,gray
476,Leedey,12755,Chondrite,L6,51500.0,1943.0,35.88333,-99.33333,United States,North America,USA,9147420.0,orange
477,Leeuwfontein,12756,Chondrite,L6,460.0,1912.0,-25.66667,28.36667,South Africa,Africa,ZAF,1213090.0,orange
478,Leighlinbridge,12759,Chondrite,L6,271.4,1999.0,52.66667,-6.96667,Ireland,Europe,IRL,68890.0,orange
479,Leighton,12760,Chondrite,H5,877.0,1907.0,34.58333,-87.5,United States,North America,USA,9147420.0,orange
480,Leonovka,12765,Chondrite,L6,700.0,1900.0,52.26667,32.85,Ukraine,Europe,UKR,579320.0,orange
481,Les Ormes,12769,Chondrite,L6,125.0,1857.0,48.35,3.25,France,Europe,FRA,547557.0,orange
482,Lesves,12772,Chondrite,L6,2000.0,1896.0,50.36667,4.73333,Belgium,Europe,BEL,30280.0,orange
483,Lichtenberg,14646,Chondrite,H6,4000.0,1973.0,-26.15,26.18333,South Africa,Africa,ZAF,1213090.0,orange
484,Lillaverke,14650,Chondrite,H5,6862.0,1930.0,56.65,15.86667,Sweden,Europe,SWE,407339.7,orange
485,Linum,14655,Chondrite,L6,1862.0,1854.0,52.75,12.9,Germany,Europe,DEU,348570.0,orange
486,Lishui,14659,Chondrite,L5,498.0,1978.0,31.63333,118.98333,China,Asia,CHN,9424700.7,orange
487,Little Piney,14664,Chondrite,L5,491.0,1839.0,37.91667,-92.08333,United States,North America,USA,9147420.0,orange
488,Lodran,14675,Primitive Achondrite,Lodranite,1000.0,1868.0,29.53333,71.8,Pakistan,Asia,PAK,770880.0,blue
489,Lohawat,14678,Achondrite,Howardite,40000.0,1994.0,26.96556,72.62667,India,Asia,IND,2973190.0,gray
490,Lorton,52843,Chondrite,L6,329.7,2010.0,38.70066,-77.21163,United States,North America,USA,9147420.0,orange
491,Los Martinez,14708,Chondrite,L6,25.0,1894.0,38.0,-0.83333,Spain,Europe,ESP,500010.0,orange
492,Lost City,14711,Chondrite,H5,17000.0,1970.0,36.00833,-95.15,United States,North America,USA,9147420.0,orange
493,Louisville,14716,Chondrite,L6,1300.0,1977.0,38.25,-85.75,United States,North America,USA,9147420.0,orange
494,Łowicz,14718,Achondrite,Mesosiderite-A3,59000.0,1935.0,52.0,19.91667,Poland,Europe,POL,306280.0,gray
495,Lua,14721,Chondrite,L5,9241.0,1926.0,24.95,75.15,India,Asia,IND,2973190.0,orange
496,Lumpkin,14753,Chondrite,L6,340.0,1869.0,32.03333,-84.76667,United States,North America,USA,9147420.0,orange
497,Lunan,14754,Chondrite,H6,2520.0,1980.0,24.8,103.3,China,Asia,CHN,9424700.7,orange
498,Lundsgård,14755,Chondrite,L6,11000.0,1889.0,56.21667,13.03333,Sweden,Europe,SWE,407339.7,orange
499,Lusaka,14759,Unclassified,Unknown,,1951.0,-7.21667,29.43333,"Congo, The Democratic Republic of the",Africa,,,darkred
500,Mabwe-Khoywa,14764,Chondrite,L5,540.0,1937.0,19.0,97.0,Myanmar,Asia,MMR,653260.0,orange
501,Macau,15370,Chondrite,H5,1500.0,1836.0,-5.2,-36.66667,Brazil,South America,BRA,8358140.0,orange
502,Machinga,15371,Chondrite,L6,93200.0,1981.0,-15.21222,35.24222,Malawi,Africa,MWI,94280.0,orange
503,Macibini,15372,Achondrite,Eucrite-pmict,1995.0,1936.0,-28.83333,31.95,South Africa,Africa,ZAF,1213090.0,gray
504,Madhipura,15379,Chondrite,L,1000.0,1950.0,25.91667,86.36667,India,Asia,IND,2973190.0,orange
505,Madiun,15380,Chondrite,L6,400.0,1935.0,-7.75,111.53333,Indonesia,Asia,IDN,1877519.0,orange
506,Madrid,15382,Chondrite,L6,400.0,1896.0,40.41667,-3.71667,Spain,Europe,ESP,500010.0,orange
507,Mafra,15383,Chondrite,L3-4,600.0,1941.0,-26.16667,-49.93333,Brazil,South America,BRA,8358140.0,orange
508,Magnesia,15386,Primitive Achondrite,"Iron, IAB-sHL",5000.0,1899.0,37.86667,27.51667,Turkey,Asia,,,blue
509,Magombedze,15387,Chondrite,H3-5,666.6,1990.0,-19.48333,31.65,Zimbabwe,Africa,ZWE,386850.0,orange
510,Mahadevpur,47361,Chondrite,H4/5,70500.0,2007.0,27.66667,95.78333,India,Asia,IND,2973190.0,orange
511,Maigatari-Danduma,30751,Chondrite,H5/6,4629.0,2004.0,12.83333,9.38333,Niger,Africa,NER,1266700.0,orange
512,Malaga,15393,Chondrite,OC,150.0,1933.0,32.21667,-104.0,United States,North America,USA,9147420.0,orange
513,Malakal,15394,Chondrite,L5,2000.0,1970.0,9.5,31.75,South Sudan,Africa,SSD,,orange
514,Malampaka,15395,Chondrite,H,470.0,1930.0,-3.13333,33.51667,"Tanzania, United Republic of",Africa,,,orange
515,Malotas,15397,Chondrite,H5,,1931.0,-28.93333,-63.23333,Argentina,South America,ARG,2736690.0,orange
516,Malvern,15400,Achondrite,Eucrite-pmict,807.0,1933.0,-29.45,26.76667,South Africa,Africa,ZAF,1213090.0,gray
517,Mamra Springs,15401,Chondrite,L6,1000.0,1927.0,45.21667,62.08333,Kazakhstan,Asia,KAZ,2699700.0,orange
518,Manbhoom,15402,Chondrite,LL6,1700.0,1863.0,23.05,86.7,India,Asia,IND,2973190.0,orange
519,Manegaon,15403,Achondrite,Diogenite,50.0,1843.0,20.96667,76.1,India,Asia,IND,2973190.0,gray
520,Mangwendi,15405,Chondrite,LL6,22300.0,1934.0,-17.65,31.6,Zimbabwe,Africa,ZWE,386850.0,orange
521,Manych,15409,Chondrite,LL3.4,3555.0,1951.0,45.81667,44.63333,Russian Federation,Europe,RUS,16376870.0,orange
522,Mardan,15414,Chondrite,H5,4500.0,1948.0,34.23333,72.08333,Pakistan,Asia,PAK,770880.0,orange
523,Maria Linden,15418,Chondrite,L4,114.0,1925.0,-30.25,28.483333,South Africa,Africa,ZAF,1213090.0,orange
524,Mariaville,15419,Unclassified,Iron,340.0,1898.0,42.71667,-99.38333,United States,North America,USA,9147420.0,darkred
525,Maribo,48973,Chondrite,CM2,25.81,2009.0,54.76183,11.46745,Denmark,Europe,DNK,40000.0,orange
526,Maridi,15421,Chondrite,H6,3200.0,1941.0,4.66667,29.25,South Sudan,Africa,SSD,,orange
527,Marilia,15422,Chondrite,H4,2500.0,1971.0,-22.25,-49.93333,Brazil,South America,BRA,8358140.0,orange
528,Marion (Iowa),15424,Chondrite,L6,28400.0,1847.0,41.9,-91.6,United States,North America,USA,9147420.0,orange
529,Marjalahti,15426,Achondrite,"Pallasite, PMG",45000.0,1902.0,61.5,30.5,Russian Federation,Europe,RUS,16376870.0,gray
530,Marmande,15429,Chondrite,L5,3000.0,1848.0,44.5,0.15,France,Europe,FRA,547557.0,orange
531,Maromandia,15430,Chondrite,L6,6000.0,2002.0,-14.2,48.1,Madagascar,Africa,MDG,581540.0,orange
532,Maryville,15436,Chondrite,L6,1443.0,1983.0,35.8,-84.1,United States,North America,USA,9147420.0,orange
533,Mascombes,15438,Chondrite,L6,1000.0,1836.0,45.36667,1.86667,France,Europe,FRA,547557.0,orange
534,Mason Gully,53653,Chondrite,H5,24.54,2010.0,-30.453609466,127.647201538,Australia,Oceania,AUS,7682300.0,orange
535,Mayo Belwa,15451,Achondrite,Aubrite,4850.0,1974.0,8.96667,12.08333,Nigeria,Africa,NGA,910770.0,gray
536,Mazapil,15453,Primitive Achondrite,"Iron, IAB-sLL",4000.0,1885.0,24.68333,-101.68333,Mexico,North America,MEX,1943950.0,blue
537,Maziba,15454,Chondrite,L6,4975.0,1942.0,-1.21667,30.0,Uganda,Africa,UGA,200520.0,orange
538,Mbale,15455,Chondrite,L5/6,150000.0,1992.0,1.06667,34.16667,Uganda,Africa,UGA,200520.0,orange
539,Medanitos,15467,Achondrite,Eucrite-cm,31.0,1953.0,-27.25,-67.5,Argentina,South America,ARG,2736690.0,gray
540,Meerut,15469,Chondrite,H5,22.0,1861.0,29.01667,77.8,India,Asia,IND,2973190.0,orange
541,Meester-Cornelis,15470,Chondrite,H5,24750.0,1915.0,-6.23333,106.88333,Indonesia,Asia,IDN,1877519.0,orange
542,Menow,15485,Chondrite,H4,10500.0,1862.0,53.18333,13.15,Germany,Europe,DEU,348570.0,orange
543,Menziswyl,15486,Chondrite,L5,28.9,1903.0,46.81867,7.21817,Switzerland,Europe,CHE,39516.0,orange
544,Mern,15489,Chondrite,L6,4000.0,1878.0,55.05,12.06667,Denmark,Europe,DNK,40000.0,orange
545,Meru,15491,Chondrite,LL6,6000.0,1945.0,0.0,37.66667,Kenya,Africa,KEN,569140.0,orange
546,Merua,15492,Chondrite,H5,71400.0,1920.0,25.48333,81.98333,India,Asia,IND,2973190.0,orange
547,Messina,15495,Chondrite,L5,2405.0,1955.0,38.18333,15.56667,Italy,Europe,ITA,295718.0,orange
548,Meuselbach,16626,Chondrite,L6,870.0,1897.0,50.58333,11.1,Germany,Europe,DEU,348570.0,orange
549,Mezel,16627,Chondrite,L6,1300.0,1949.0,45.76667,3.25,France,Europe,FRA,547557.0,orange
550,Mezö-Madaras,16628,Chondrite,L3.7,22700.0,1852.0,46.5,25.73333,Romania,Europe,ROU,230050.0,orange
551,Mianchi,16631,Chondrite,H5,1100.0,1980.0,34.8,111.7,China,Asia,CHN,9424700.7,orange
552,Middlesbrough,16632,Chondrite,L6,1600.0,1881.0,54.56667,-1.16667,United Kingdom,Europe,GBR,241930.0,orange
553,Mifflin,52090,Chondrite,L5,3584.0,2010.0,42.9075,-90.36556,United States,North America,USA,9147420.0,orange
554,Mighei,16634,Chondrite,CM2,8000.0,1889.0,48.06667,30.96667,Ukraine,Europe,UKR,579320.0,orange
555,Mihonoseki,16635,Chondrite,L6,6380.0,1992.0,35.56833,133.22,Japan,Asia,JPN,364500.0,orange
556,Mike,16636,Chondrite,L6,224.2,1944.0,46.23333,17.53333,Hungary,Europe,HUN,90530.0,orange
557,Milena,16640,Chondrite,L6,10000.0,1842.0,46.18333,16.1,Croatia,Europe,HRV,55964.0,orange
558,Millbillillie,16643,Achondrite,Eucrite-mmict,330000.0,1960.0,-26.45,120.36667,Australia,Oceania,AUS,7682300.0,gray
559,Miller (Arkansas),16645,Chondrite,H5,16700.0,1930.0,35.4,-92.05,United States,North America,USA,9147420.0,orange
560,Min-Fan-Zhun,16697,Chondrite,LL6,5500.0,1952.0,32.33333,120.66667,China,Asia,CHN,9424700.7,orange
561,Minnichhof,16700,Chondrite,OC,550.0,1905.0,47.7,16.6,Hungary,Europe,HUN,90530.0,orange
562,Mirzapur,16701,Chondrite,L5,8510.0,1910.0,25.68333,83.25,India,Asia,IND,2973190.0,orange
563,Misshof,16703,Chondrite,H5,5800.0,1890.0,56.66667,23.0,Latvia,Europe,LVA,62227.0,orange
564,Mjelleim,16707,Chondrite,H,100.7,1898.0,61.73333,5.93333,Norway,Europe,NOR,365244.0,orange
565,Mocs,16709,Chondrite,L5-6,300000.0,1882.0,46.8,24.03333,Romania,Europe,ROU,230050.0,orange
566,Modoc (1905),16711,Chondrite,L6,35000.0,1905.0,38.5,-101.1,United States,North America,USA,9147420.0,orange
567,Mokoia,16713,Chondrite,CV3,4500.0,1908.0,-39.63333,174.4,New Zealand,Oceania,NZL,263310.0,orange
568,Molina,16715,Chondrite,H5,144000.0,1858.0,38.11667,-1.16667,Spain,Europe,ESP,500010.0,orange
569,Molteno,16717,Achondrite,Howardite,150.0,1953.0,-31.25,26.46667,South Africa,Africa,ZAF,1213090.0,gray
570,Monahans (1998),16719,Chondrite,H5,2587.0,1998.0,31.60833,-102.85833,United States,North America,USA,9147420.0,orange
571,Monroe,16720,Chondrite,H4,8600.0,1849.0,35.25,-80.5,United States,North America,USA,9147420.0,orange
572,Monte das Fortes,16725,Chondrite,L5,4885.0,1950.0,38.01667,-8.25,Portugal,Europe,PRT,91590.0,orange
573,Monte Milone,16726,Chondrite,L5,3130.0,1846.0,43.26667,13.35,Italy,Europe,ITA,295718.0,orange
574,Montferré,16727,Chondrite,H5,149000.0,1923.0,43.39056,1.9625,France,Europe,FRA,547557.0,orange
575,Montlivault,16729,Chondrite,L6,500.0,1838.0,47.63333,1.58333,France,Europe,FRA,547557.0,orange
576,Monze,16733,Chondrite,L6,,1950.0,-15.96667,27.35,Zambia,Africa,ZMB,743390.0,orange
577,Moore County,16736,Achondrite,Eucrite-cm,1880.0,1913.0,35.41667,-79.38333,United States,North America,USA,9147420.0,gray
578,Moorleah,16738,Chondrite,L6,8887.5,1930.0,-40.975,145.6,Australia,Oceania,AUS,7682300.0,orange
579,Morávka,16742,Chondrite,H5,633.0,2000.0,49.6,18.53333,Czechia,Europe,CZE,77230.0,orange
580,Mornans,16747,Chondrite,H5,1300.0,1875.0,44.6,5.13333,France,Europe,FRA,547557.0,orange
581,Moss,36592,Chondrite,CO3.6,3763.0,2006.0,59.43333,10.7,Norway,Europe,NOR,365244.0,orange
582,Moti-ka-nagla,16759,Chondrite,H6,1500.0,1868.0,26.83333,77.33333,India,Asia,IND,2973190.0,orange
583,Motta di Conti,16762,Chondrite,H4,9150.0,1868.0,45.2,8.5,Italy,Europe,ITA,295718.0,orange
584,Mount Browne,16766,Chondrite,H6,11300.0,1902.0,-29.8,141.7,Australia,Oceania,AUS,7682300.0,orange
585,Mount Tazerzait,16804,Chondrite,L5,110000.0,1991.0,18.7,4.8,Niger,Africa,NER,1266700.0,orange
586,Mtola,16820,Unclassified,Stone-uncl,1100.0,1944.0,-11.5,33.5,Malawi,Africa,MWI,94280.0,darkred
587,Muddoor,16841,Chondrite,L5,4400.0,1865.0,12.63333,77.01667,India,Asia,IND,2973190.0,orange
588,Muraid,16874,Chondrite,L6,4703.0,1924.0,24.5,90.21667,Bangladesh,Asia,BGD,130170.0,orange
589,Murchison,16875,Chondrite,CM2,100000.0,1969.0,-36.61667,145.2,Australia,Oceania,AUS,7682300.0,orange
590,Murray,16882,Chondrite,CM2,12600.0,1950.0,36.6,-88.1,United States,North America,USA,9147420.0,orange
591,Muzaffarpur,16885,Primitive Achondrite,"Iron, IAB-sHL",1245.0,1964.0,26.13333,85.53333,India,Asia,IND,2973190.0,blue
592,Myhee Caunta,16887,Chondrite,OC,,1842.0,23.05,72.63333,India,Asia,IND,2973190.0,orange
593,Nadiabondi,16889,Chondrite,H5,8165.0,1956.0,12.0,1.0,Burkina Faso,Africa,BFA,273600.0,orange
594,Nagai,16890,Chondrite,L6,1810.0,1922.0,38.12167,140.06167,Japan,Asia,JPN,364500.0,orange
595,Nagaria,16892,Achondrite,Eucrite-cm,20.0,1875.0,26.98333,78.21667,India,Asia,IND,2973190.0,gray
596,Nagy-Borové,16893,Chondrite,L5,6100.0,1895.0,49.16667,19.5,Slovakia,Europe,,,orange
597,Nakhla,16898,Achondrite,Martian (nakhlite),10000.0,1911.0,31.31667,30.35,Egypt,Africa,,,gray
598,Nakhon Pathom,16899,Chondrite,L6,23200.0,1923.0,13.73333,100.08333,Thailand,Asia,THA,510890.0,orange
599,Nammianthal,16902,Chondrite,H5,4500.0,1886.0,12.28333,79.2,India,Asia,IND,2973190.0,orange
600,Nan Yang Pao,16903,Chondrite,L6,52900.0,1917.0,35.66667,103.5,China,Asia,CHN,9424700.7,orange
601,Nantong,16907,Chondrite,H6,529.0,1984.0,32.11667,121.8,China,Asia,CHN,9424700.7,orange
602,Naoki,16908,Chondrite,H6,17000.0,1928.0,19.25,77.0,India,Asia,IND,2973190.0,orange
603,Naragh,16909,Chondrite,H6,2700.0,1974.0,33.75,51.5,"Iran, Islamic Republic of",Asia,,,orange
604,Narellan,16912,Chondrite,L6,367.5,1928.0,-34.05,150.68889,Australia,Oceania,AUS,7682300.0,orange
605,Nassirah,16922,Chondrite,H4,347.0,1936.0,-21.73333,165.9,France,Europe,FRA,547557.0,orange
606,Natal,16923,Unclassified,Stone-uncl,1.4,1973.0,-30.57249771,30.57249771,South Africa,Africa,ZAF,1213090.0,darkred
607,Nawapali,16927,Chondrite,CM2,105.0,1890.0,21.25,83.66667,India,Asia,IND,2973190.0,orange
608,Neagari,16934,Chondrite,L6,420.0,1995.0,36.44917,136.46528,Japan,Asia,JPN,364500.0,orange
609,Nedagolla,16935,Unclassified,"Iron, ungrouped",4500.0,1870.0,18.68333,83.48333,India,Asia,IND,2973190.0,darkred
610,Nejo,16941,Chondrite,L6,2450.0,1970.0,9.5,35.33333,Ethiopia,Africa,ETH,1128570.952,orange
611,Nerft,16945,Chondrite,L6,10250.0,1864.0,56.5,21.5,Latvia,Europe,LVA,62227.0,orange
612,Neuschwanstein,16950,Chondrite,EL6,6189.0,2002.0,47.525,10.80833,Germany,Europe,DEU,348570.0,orange
613,New Concord,16953,Chondrite,L6,230000.0,1860.0,40.0,-81.76667,United States,North America,USA,9147420.0,orange
614,New Halfa,16954,Chondrite,L4,12000.0,1994.0,15.36667,35.68333,Sudan,Africa,SDN,2376000.0,orange
615,New Orleans,16960,Chondrite,H5,19256.0,2003.0,29.94718,-90.10976,United States,North America,USA,9147420.0,orange
616,Ngawi,16966,Chondrite,LL3.6,1393.0,1883.0,-7.45,111.41667,Indonesia,Asia,IDN,1877519.0,orange
617,N'Goureyma,16968,Unclassified,"Iron, ungrouped",37500.0,1900.0,13.85,-4.38333,Mali,Africa,MLI,1220190.0,darkred
618,Niger (L6),16974,Chondrite,L6,3.3,1967.0,13.71455,9.15856,Niger,Africa,NER,1266700.0,orange
619,Niger (LL6),16975,Chondrite,LL6,3.3,1967.0,13.71455,9.15856,Niger,Africa,NER,1266700.0,orange
620,Nikolaevka,16976,Chondrite,H4,3996.0,1935.0,52.45,78.63333,Kazakhstan,Asia,KAZ,2699700.0,orange
621,Nikolskoe,16977,Chondrite,L4,6000.0,1954.0,56.11667,37.33333,Russian Federation,Europe,RUS,16376870.0,orange
622,Ningbo,16980,Achondrite,"Iron, IVA",14250.0,1975.0,29.86667,121.48333,China,Asia,CHN,9424700.7,gray
623,Ningqiang,16981,Chondrite,C3-ung,4610.0,1983.0,32.925,105.90667,China,Asia,CHN,9424700.7,orange
624,Nio,16982,Chondrite,H3-4,467.0,1897.0,34.2,131.56667,Japan,Asia,JPN,364500.0,orange
625,N'Kandhla,16983,Achondrite,"Iron, IID",17200.0,1912.0,-28.56667,30.7,South Africa,Africa,ZAF,1213090.0,gray
626,Noblesville,16985,Chondrite,H4-6,483.7,1991.0,40.08528,-86.055,United States,North America,USA,9147420.0,orange
627,Nogoya,16989,Chondrite,CM2,4000.0,1879.0,-32.36667,-59.83333,Argentina,South America,ARG,2736690.0,orange
628,Norfork,16994,Achondrite,"Iron, IIIAB",1050.0,1918.0,36.21667,-92.26667,United States,North America,USA,9147420.0,gray
629,Norton County,17922,Achondrite,Aubrite,1100000.0,1948.0,39.68333,-99.86667,United States,North America,USA,9147420.0,gray
630,Noventa Vicentina,17930,Chondrite,H4,177.0,1971.0,45.29167,11.52722,Italy,Europe,ITA,295718.0,orange
631,Novo-Urei,17933,Primitive Achondrite,Ureilite,1900.0,1886.0,54.81667,46.0,Russian Federation,Europe,RUS,16376870.0,blue
632,Novy-Projekt,17935,Chondrite,OC,1001.0,1908.0,56.0,22.0,Lithuania,Europe,LTU,62675.0,orange
633,Noyan-Bogdo,17936,Chondrite,L6,250.0,1933.0,42.91667,102.46667,Mongolia,Asia,MNG,1557292.418,orange
634,Nuevo Mercurio,17938,Chondrite,H5,50000.0,1978.0,24.3,-102.13333,Mexico,North America,MEX,1943950.0,orange
635,Nulles,17959,Chondrite,H6,5000.0,1851.0,41.63333,0.75,Spain,Europe,ESP,500010.0,orange
636,Numakai,17960,Chondrite,H4,363.0,1925.0,43.33333,141.86667,Japan,Asia,JPN,364500.0,orange
637,Nyaung,17969,Achondrite,"Iron, IIIAB",737.6,1939.0,21.20833,94.91667,Myanmar,Asia,MMR,653260.0,gray
638,Nyirábrany,17970,Chondrite,LL5,1100.0,1914.0,47.55,22.025,Hungary,Europe,HUN,90530.0,orange
639,Ochansk,17979,Chondrite,H4,500000.0,1887.0,57.78333,55.26667,Russian Federation,Europe,RUS,16376870.0,orange
640,Oesede,17988,Chondrite,H5,1400.0,1927.0,52.28333,8.05,Germany,Europe,DEU,348570.0,orange
641,Oesel,17989,Chondrite,L6,6000.0,1855.0,58.5,23.0,Estonia,Europe,EST,42390.0,orange
642,Ofehértó,17990,Chondrite,L6,3750.0,1900.0,47.88333,22.03333,Hungary,Europe,HUN,90530.0,orange
643,Ohaba,17995,Chondrite,H5,16250.0,1857.0,46.06667,23.58333,Romania,Europe,ROU,230050.0,orange
644,Ohuma,17996,Chondrite,L5,7700.0,1963.0,6.75,8.5,Nigeria,Africa,NGA,910770.0,orange
645,Ojuelos Altos,17997,Chondrite,L6,5850.0,1926.0,38.18333,-5.4,Spain,Europe,ESP,500010.0,orange
646,Okabe,17998,Chondrite,H5,194.0,1958.0,36.18333,139.21667,Japan,Asia,JPN,364500.0,orange
647,Okano,18000,Achondrite,"Iron, IIAB",4742.0,1904.0,35.08333,135.2,Japan,Asia,JPN,364500.0,gray
648,Okniny,18002,Chondrite,LL6,12000.0,1834.0,50.83333,25.5,Ukraine,Europe,UKR,579320.0,orange
649,Oldenburg (1930),18009,Chondrite,L6,16570.0,1930.0,52.95,8.16667,Germany,Europe,DEU,348570.0,orange
650,Olivenza,18013,Chondrite,LL5,150000.0,1924.0,38.71667,-7.06667,Spain,Europe,ESP,500010.0,orange
651,Olmedilla de Alarcón,18015,Chondrite,H5,40000.0,1929.0,39.56667,-2.1,Spain,Europe,ESP,500010.0,orange
652,Omolon,18019,Achondrite,"Pallasite, PMG",250000.0,1981.0,64.02,161.80833,Russian Federation,Europe,RUS,16376870.0,gray
653,Orgueil,18026,Chondrite,CI1,14000.0,1864.0,43.88333,1.38333,France,Europe,FRA,547557.0,orange
654,Orlando,34489,Achondrite,Eucrite,180.0,2004.0,28.5475,-81.36222,United States,North America,USA,9147420.0,gray
655,Ornans,18030,Chondrite,CO3.4,6000.0,1868.0,47.11667,6.15,France,Europe,FRA,547557.0,orange
656,Orvinio,18034,Chondrite,H6,3400.0,1872.0,42.13333,12.93333,Italy,Europe,ITA,295718.0,orange
657,Oterøy,18042,Chondrite,L6,246.0,1928.0,58.88333,9.4,Norway,Europe,NOR,365244.0,orange
658,Otomi,18045,Chondrite,H,6510.0,1867.0,38.4,140.35,Japan,Asia,JPN,364500.0,orange
659,Ottawa,18046,Chondrite,LL6,840.0,1896.0,38.6,-95.21667,United States,North America,USA,9147420.0,orange
660,Ouadangou,56729,Chondrite,L5,4440.0,2003.0,12.9,0.08,Burkina Faso,Africa,BFA,273600.0,orange
661,Oued el Hadjar,18050,Chondrite,LL6,1215.5,1986.0,30.18,-6.57717,Morocco,Africa,MAR,446300.0,orange
662,Oum Dreyga,31282,Chondrite,H3-5,17000.0,2003.0,24.3,-13.1,Morocco,Africa,MAR,446300.0,orange
663,Ourique,18052,Chondrite,H4,20000.0,1998.0,37.60833,-8.28,Portugal,Europe,PRT,91590.0,orange
664,Ovambo,18055,Chondrite,L6,121.5,1900.0,-18.0,16.0,Namibia,Africa,NAM,823290.0,orange
665,Oviedo,18058,Chondrite,H5,205.0,1856.0,43.4,-5.86667,Spain,Europe,ESP,500010.0,orange
666,Pacula,18068,Chondrite,L6,3400.0,1881.0,21.05,-99.3,Mexico,North America,MEX,1943950.0,orange
667,Padvarninkai,18069,Achondrite,Eucrite-mmict,3858.0,1929.0,55.66667,25.0,Lithuania,Europe,LTU,62675.0,gray
668,Paitan,18072,Chondrite,H6,515.0,1910.0,17.74333,120.45583,Philippines,Asia,PHL,298170.0,orange
669,Palahatchie,18073,Chondrite,OC,,1910.0,32.31667,-89.71667,United States,North America,USA,9147420.0,orange
670,Palca de Aparzo,18074,Chondrite,L5,1430.0,1988.0,-23.11667,-65.1,Argentina,South America,ARG,2736690.0,orange
671,Palinshih,18077,Unclassified,Iron,18000.0,1914.0,43.48333,118.61667,China,Asia,CHN,9424700.7,darkred
672,Palmyra,18079,Chondrite,L3,135.0,1926.0,39.8,-91.5,United States,North America,USA,9147420.0,orange
673,Palolo Valley,18082,Chondrite,H5,682.0,1949.0,21.3,-157.78333,United States,North America,USA,9147420.0,orange
674,Pampanga,18093,Chondrite,L5,10500.0,1859.0,15.08333,120.7,Philippines,Asia,PHL,298170.0,orange
675,Pantar,18098,Chondrite,H5,2130.0,1938.0,8.06667,124.28333,Philippines,Asia,PHL,298170.0,orange
676,Paragould,18101,Chondrite,LL5,408000.0,1930.0,36.06667,-90.5,United States,North America,USA,9147420.0,orange
677,Parambu,18102,Chondrite,LL5,2000.0,1967.0,-6.23333,-40.7,Brazil,South America,BRA,8358140.0,orange
678,Paranaiba,18103,Chondrite,L6,100000.0,1956.0,-19.13333,-51.66667,Brazil,South America,BRA,8358140.0,orange
679,Park Forest,18106,Chondrite,L5,18000.0,2003.0,41.48472,-87.67917,United States,North America,USA,9147420.0,orange
680,Parnallee,18108,Chondrite,LL3.6,77600.0,1857.0,9.23333,78.35,India,Asia,IND,2973190.0,orange
681,Parsa,18109,Chondrite,EH3,800.0,1942.0,26.2,85.4,India,Asia,IND,2973190.0,orange
682,Pasamonte,18110,Achondrite,Eucrite-pmict,5100.0,1933.0,36.21667,-103.4,United States,North America,USA,9147420.0,gray
